"Series_reference","Period","Data_value","STATUS","UNITS","Subject","Group","Series_title_1","Series_title_2"
"CPIQ.SE9S01","2014.09",969.68499932,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2014.12",980.13469616,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2015.03",981.96975616,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2015.06",979.41346932,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2015.09",977.89109571,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2015.12",974.60337886,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2016.03",977.7889932,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2016.06",978.76395372,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2016.09",976.04058926,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2016.12",981.08326077,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2017.03",993.70432157,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2017.06",997.9927131,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2017.09",1003.4402069,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2017.12",1003.3860293,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2018.03",999.67177373,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2018.06",1005.1064527,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2018.09",1004.7384511,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2018.12",1009.1937686,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2019.03",1013.034531,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2019.06",1016.445483,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2019.09",1022.2276856,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2019.12",1034.0607423,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2020.03",1046.2963836,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2020.06",1054.8513475,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2020.09",1059.6604238,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2020.12",1060.005412,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2021.03",1058.2475843,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2021.06",1072.2104482,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2021.09",1092.5123989,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2021.12",1102.9928458,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2022.03",1129.2345921,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2022.06",1142.3065957,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2022.09",1180.084188,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2022.12",1220.731332,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2023.03",1257.0088521,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2023.06",1283.3564067,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2023.09",1284.7407344,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2023.12",1289.9787246,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2024.03",1286.8355599,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2024.06",1286.1790507,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2024.09",1294.2921801,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2024.12",1306.880185,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2025.03",1320.5605997,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2025.06",1340.2497839,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2025.09",1354.1530596,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2025.12",1363.0263424,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2026.03",1373.6541076,"REVISED","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S01","2026.06",1378.2459419,"FINAL","Index","CPI","CPI Level 1 Groups for New Zealand, Seasonally adjusted","Seasonally adjusted","Food"
"CPIQ.SE9S011","2006.06",668.3689251,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2006.09",699.38914133,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2006.12",734.56891558,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2007.03",740.05463034,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2007.06",730.67000988,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2007.09",704.49857801,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2007.12",724.66203233,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2008.03",731.1452477,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2008.06",760.51062546,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2008.09",799.73086136,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2008.12",810.92812486,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2009.03",819.91246333,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2009.06",823.77458453,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2009.09",804.86145259,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2009.12",771.90473771,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2010.03",798.73445607,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2010.06",771.36423519,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2010.09",791.85043185,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2010.12",864.20230002,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2011.03",874.89002945,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2011.06",864.56330105,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2011.09",859.42864911,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2011.12",808.27728166,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2012.03",817.87852616,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2012.06",839.22556374,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2012.09",859.97738444,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2012.12",873.72201382,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2013.03",860.82059711,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2013.06",856.3734527,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2013.09",877.40543542,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2013.12",858.83329376,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2014.03",844.81428769,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2014.06",861.42414899,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2014.09",844.49346973,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2014.12",875.19477439,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2015.03",905.69070773,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2015.06",863.31472617,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2015.09",891.44146911,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2015.12",903.05023518,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2016.03",905.91035208,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2016.06",907.03047192,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2016.09",903.59500123,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2016.12",908.35543514,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2017.03",943.16857812,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2017.06",984.76116523,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2017.09",962.99918318,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2017.12",953.50034797,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2018.03",934.89168738,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2018.06",930.4928691,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2018.09",913.34413635,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2018.12",893.70645466,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2019.03",911.46626832,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2019.06",890.87775111,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2019.09",863.26516104,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2019.12",903.54242285,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2020.03",912.63182929,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2020.06",944.93117407,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2020.09",995.66015528,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2020.12",977.78977546,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2021.03",943.94863716,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2021.06",1007.3089825,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2021.09",1049.0649336,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2021.12",1042.5160437,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2022.03",1101.8844086,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2022.06",1094.7299347,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2022.09",1198.8038888,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2022.12",1244.7366516,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2023.03",1320.0566914,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2023.06",1331.0539729,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2023.09",1255.5396001,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2023.12",1280.4936251,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2024.03",1217.1852482,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2024.06",1150.8809808,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2024.09",1136.4709126,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2024.12",1165.4889256,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2025.03",1150.7035687,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2025.06",1201.8623522,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2025.09",1223.636555,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2025.12",1208.5133942,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2026.03",1238.018419,"REVISED","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S011","2026.06",1227.1170845,"FINAL","Index","CPI","CPI Level 2 Subgroups for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit and vegetables"
"CPIQ.SE9S01101","2006.06",660.56038399,"REVISED","Index","CPI","CPI Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit"
"CPIQ.SE9S01101","2006.09",732.25300201,"REVISED","Index","CPI","CPI Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit"
"CPIQ.SE9S01101","2006.12",793.93923829,"REVISED","Index","CPI","CPI Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit"
"CPIQ.SE9S01101","2007.03",800.44895125,"REVISED","Index","CPI","CPI Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted","Fruit"
